time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-06T06:15:57.250Z,35.8615,-117.6743333,5.03,0.54,ml,8,88,0.07734,0.04,ci,ci39025143,2020-01-06T06:19:37.154Z,"22km ESE of Little Lake, CA",earthquake,0.2,1.12,0.095,7,automatic,ci,ci
2020-01-06T06:13:48.790Z,33.5138333,-116.4983333,12.58,0.6,ml,21,66,0.05139,0.14,ci,ci39025135,2020-01-06T06:17:32.144Z,"17km ESE of Anza, CA",earthquake,0.28,0.54,0.138,14,automatic,ci,ci
2020-01-06T06:13:18.410Z,35.8963333,-117.741,8.51,0.97,ml,13,63,0.08172,0.11,ci,ci39025127,2020-01-06T06:16:47.139Z,"16km ESE of Little Lake, CA",earthquake,0.23,0.94,0.183,6,automatic,ci,ci
2020-01-06T06:12:47.980Z,35.8955,-117.7456667,6.38,1.51,ml,23,64,0.07943,0.16,ci,ci39025119,2020-01-06T14:17:16.040Z,"15km ESE of Little Lake, CA",earthquake,0.21,0.57,0.188,23,reviewed,ci,ci
2020-01-06T06:04:07.360Z,58.2255,-155.1288333,2.73,-0.62,ml,4,215,0.07903,0.13,av,av70863209,2020-01-07T18:37:54.210Z,"102km NW of Larsen Bay, Alaska",earthquake,1,1.65,0.131,3,reviewed,av,av
2020-01-06T05:57:08.589Z,62.2863,-149.1041,33.8,1.6,ml,,,,0.36,ak,ak020a0jhgr,2020-01-06T06:06:10.855Z,"41km ENE of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-06T05:56:45.760Z,35.7441667,-117.5588333,6.42,1,ml,19,134,0.07804,0.17,ci,ci39025111,2020-01-06T06:00:31.053Z,"14km W of Searles Valley, CA",earthquake,0.33,0.94,0.13,11,automatic,ci,ci
2020-01-06T05:49:00.330Z,37.6715,-122.4861667,11.52,1.07,md,20,152,0.03541,0.06,nc,nc73324256,2020-01-07T01:07:04.231Z,"2km WSW of Colma, CA",earthquake,0.32,0.36,0.122,14,reviewed,nc,nc
2020-01-06T05:47:04.533Z,61.5373,-140.6367,0,1.4,ml,,,,0.57,ak,ak020a0hbyf,2020-01-06T06:06:10.257Z,"189km WNW of Haines Junction, Canada",earthquake,,0.6,,,automatic,ak,ak
2020-01-06T05:46:29.930Z,35.7868347,-117.5818329,8.5,1.03,ml,15,203,0.03153,0.21,ci,ci39025095,2020-01-06T05:50:10.982Z,"16km W of Searles Valley, CA",earthquake,1.35,1.2,0.244,4,automatic,ci,ci
2020-01-06T05:43:44.690Z,35.9403333,-117.6768333,1.52,1.1,ml,17,69,0.02276,0.2,ci,ci39025087,2020-01-06T05:47:31.722Z,"21km E of Little Lake, CA",earthquake,0.28,0.4,0.109,15,automatic,ci,ci
2020-01-06T05:37:18.710Z,36.1080017,-117.9026642,3.74,1.21,ml,14,110,0.03987,0.09,ci,ci39025079,2020-01-06T05:40:47.922Z,"8km NNE of Coso Junction, CA",earthquake,0.52,0.56,0.293,3,automatic,ci,ci
2020-01-06T05:21:02.950Z,33.5948333,-116.8045,4.68,0.57,ml,23,77,0.03374,0.13,ci,ci39025071,2020-01-06T05:24:46.819Z,"13km WNW of Anza, CA",earthquake,0.25,0.32,0.219,12,automatic,ci,ci
2020-01-06T05:18:03.403Z,-23.5148,-66.9627,221.81,4.2,mb,,55,1.251,0.55,us,us70006v5k,2020-01-06T13:05:56.040Z,"101km NW of San Antonio de los Cobres, Argentina",earthquake,8.7,16.5,0.304,3,reviewed,us,us
2020-01-06T05:17:06.396Z,62.6623,-151.5894,23.5,1.6,ml,,,,1.4,ak,ak020a0awnj,2020-01-06T06:06:09.668Z,"85km WNW of Talkeetna, Alaska",earthquake,,4.9,,,automatic,ak,ak
2020-01-06T05:11:37.620Z,37.4821667,-118.8563333,3.83,0.84,md,19,237,0.1098,0.05,nc,nc73324246,2020-01-07T19:24:02.893Z,"18km WSW of Toms Place, CA",earthquake,0.4,1.49,0.159,18,reviewed,nc,nc
2020-01-06T05:09:43.070Z,19.4671669,-155.5964966,-1.34,1.82,md,8,86,0.01457,0.16,hv,hv71320112,2020-01-06T05:12:42.310Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.38,0.21,8,automatic,hv,hv
2020-01-06T05:09:42.940Z,35.7791667,-117.6053333,2.78,0.8,ml,15,117,0.03705,0.17,ci,ci39025063,2020-01-06T05:13:26.750Z,"18km W of Searles Valley, CA",earthquake,0.31,0.43,0.109,10,automatic,ci,ci
2020-01-06T05:04:18.060Z,35.282,-118.5578333,4.76,1.44,ml,22,66,0.1125,0.22,ci,ci39025055,2020-01-06T14:18:06.556Z,"19km NNW of Tehachapi, CA",earthquake,0.36,0.97,0.206,29,reviewed,ci,ci
2020-01-06T05:03:05.670Z,33.7561667,-116.9145,8.68,0.7,ml,15,129,0.06934,0.16,ci,ci39025047,2020-01-06T14:18:59.789Z,"2km WNW of Valle Vista, CA",earthquake,0.49,0.81,0.374,16,reviewed,ci,ci
2020-01-06T04:58:02.870Z,38.8149986,-122.8153305,2.63,0.55,md,12,85,0.009336,0.03,nc,nc73324241,2020-01-06T06:33:04.929Z,"7km NW of The Geysers, CA",earthquake,0.36,0.67,,1,automatic,nc,nc
2020-01-06T04:50:23.890Z,35.8781667,-117.6923333,9.67,0.37,ml,8,84,0.07747,0.02,ci,ci39025031,2020-01-06T14:19:14.789Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.69,0.11,4,reviewed,ci,ci
2020-01-06T04:46:12.521Z,61.4583,-149.9374,33.4,1.5,ml,,,,0.84,ak,ak0209zvpa8,2020-01-06T05:06:09.981Z,"7km S of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-01-06T04:35:05.290Z,38.7584991,-122.7196655,1.85,1.14,md,13,116,0.01864,0.04,nc,nc73324236,2020-01-06T06:06:02.743Z,"3km SW of Anderson Springs, CA",earthquake,0.26,0.47,0.18,6,automatic,nc,nc
2020-01-06T04:30:26.020Z,36.1111667,-117.8378333,0.97,0.9,ml,12,116,0.0152,0.16,ci,ci39025023,2020-01-06T04:34:01.260Z,"12km NE of Coso Junction, CA",earthquake,0.35,0.38,0.131,9,automatic,ci,ci
2020-01-06T04:29:50.680Z,33.0286667,-116.4188333,8.33,0.81,ml,31,82,0.05715,0.23,ci,ci39025015,2020-01-06T14:20:11.005Z,"18km ESE of Julian, CA",earthquake,0.36,1.16,0.13,11,reviewed,ci,ci
2020-01-06T04:28:54.920Z,33.2336667,-116.7696667,12.31,0.58,ml,23,47,0.009428,0.19,ci,ci39025007,2020-01-06T14:23:15.815Z,"1km SW of Lake Henshaw, CA",earthquake,0.33,0.81,0.133,13,reviewed,ci,ci
2020-01-06T04:26:55.400Z,35.7451667,-117.5661667,2.47,0.91,ml,17,132,0.07489,0.18,ci,ci39024999,2020-01-06T04:30:40.150Z,"15km W of Searles Valley, CA",earthquake,0.39,0.52,0.116,11,automatic,ci,ci
2020-01-06T04:23:51.490Z,17.9633,-66.887,10,2.12,md,4,241,0.0141,0.64,pr,pr2020006085,2020-01-09T11:24:40.540Z,"1km S of Maria Antonia, Puerto Rico",earthquake,5.19,3.31,0.11,4,reviewed,pr,pr
2020-01-06T04:22:21.910Z,38.8455009,-122.8256683,1.87,0.61,md,16,82,0.009323,0.03,nc,nc73324231,2020-01-06T05:38:03.593Z,"9km WNW of Cobb, CA",earthquake,0.23,0.61,0.17,3,automatic,nc,nc
2020-01-06T04:13:17.200Z,35.8844986,-117.7285004,9.19,0.87,ml,12,60,0.08134,0.1,ci,ci39024991,2020-01-06T04:16:55.880Z,"17km ESE of Little Lake, CA",earthquake,0.39,1.52,0.246,4,automatic,ci,ci
2020-01-06T04:04:54.419Z,61.4184,-150.6804,49.1,1.9,ml,,,,0.68,ak,ak0209zmseu,2020-01-06T05:06:09.384Z,"40km WSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-01-06T04:03:26.658Z,36.463,-116.6424,2.6,0.4,ml,8,92.58,0.107,0.1558,nn,nn00714775,2020-01-07T02:09:47.770Z,"50km SSE of Beatty, Nevada",earthquake,,9.4,0.47,4,reviewed,nn,nn
2020-01-06T04:02:09.760Z,35.8291667,-117.6656667,4.78,0.38,ml,9,77,0.05699,0.15,ci,ci39024983,2020-01-06T04:05:45.952Z,"23km N of Ridgecrest, CA",earthquake,0.37,0.84,0.093,4,automatic,ci,ci
2020-01-06T04:00:36.700Z,37.3701667,-121.7325,6.27,1.01,md,21,96,0.0291,0.06,nc,nc73324226,2020-01-07T23:20:03.367Z,"8km E of Alum Rock, CA",earthquake,0.21,0.37,0.216,14,reviewed,nc,nc
2020-01-06T03:52:04.607Z,37.3857,-117.3147,3.3,0.9,ml,15,190.54,0.096,0.1653,nn,nn00714732,2020-01-07T02:09:25.947Z,"36km S of Goldfield, Nevada",earthquake,,3.7,0.67,6,reviewed,nn,nn
2020-01-06T03:48:25.975Z,58.1924,-155.3698,2.9,0.8,ml,,,,0.65,ak,ak0209zaq5h,2020-01-07T18:23:46.820Z,"95km SE of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-06T03:47:53.990Z,33.3853333,-116.3053333,10.37,1.47,ml,76,47,0.02318,0.15,ci,ci39024959,2020-01-08T19:48:12.040Z,"16km NNE of Borrego Springs, CA",earthquake,0.13,0.22,0.158,21,reviewed,ci,ci
2020-01-06T03:42:39.853Z,60.8991,-150.2627,31.5,1.1,ml,,,,0.57,ak,ak0209z9gxl,2020-01-06T04:06:10.259Z,"40km SSW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-06T03:41:50.878Z,65.1749,-148.7495,4.5,1.9,ml,,,,1.01,ak,ak0209z9a00,2020-01-06T04:06:09.666Z,"50km NW of Ester, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-06T03:28:04.880Z,37.6116667,-118.834,3.41,0.68,md,17,157,0.01856,0.05,nc,nc73324221,2020-01-07T19:45:05.025Z,"13km ESE of Mammoth Lakes, CA",earthquake,0.31,0.39,0.137,13,reviewed,nc,nc
2020-01-06T03:25:48.560Z,35.8991667,-117.7138333,2.11,0.74,ml,20,50,0.07083,0.13,ci,ci39024943,2020-01-08T19:55:48.898Z,"18km ESE of Little Lake, CA",earthquake,0.16,0.28,0.117,7,reviewed,ci,ci
2020-01-06T03:19:34.170Z,35.8618333,-117.6898333,8.22,0.79,ml,10,77,0.0809,0.07,ci,ci39024935,2020-01-06T14:23:47.088Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.75,0.126,7,reviewed,ci,ci
2020-01-06T03:13:43.107Z,36.0056,-116.6303,7.6,1.6,ml,22,79.68,0.183,0.1399,nn,nn00714731,2020-01-07T02:09:23.765Z,"62km WSW of Pahrump, Nevada",earthquake,,2.1,0.14,7,reviewed,nn,nn
2020-01-06T03:04:25.050Z,35.8568333,-117.6646667,5.51,0.93,ml,18,94,0.06826,0.14,ci,ci39024919,2020-01-06T03:08:10.490Z,"24km ESE of Little Lake, CA",earthquake,0.27,0.9,0.112,11,automatic,ci,ci
2020-01-06T03:00:33.780Z,35.8641663,-117.6853333,6.96,1.56,ml,29,45,0.08519,0.16,ci,ci39024911,2020-01-06T03:11:11.900Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.56,0.224,12,automatic,ci,ci
2020-01-06T02:59:33.870Z,17.9265,-66.8991,6,2.9,md,14,221,0.0525,0.18,pr,pr2020006000,2020-01-06T17:15:43.736Z,"5km S of Guanica, Puerto Rico",earthquake,0.7,0.34,0.31,6,reviewed,pr,pr
2020-01-06T02:58:29.425Z,6.1448,126.1958,86.93,4.6,mb,,91,1.104,0.86,us,us70006v4z,2020-01-06T03:15:51.040Z,"24km S of Pondaguitan, Philippines",earthquake,9.3,6.9,0.078,50,reviewed,us,us
2020-01-06T02:57:37.430Z,32.9773333,-116.4381667,11.6,1.15,ml,38,66,0.1156,0.23,ci,ci39024903,2020-01-06T14:25:04.906Z,"19km SE of Julian, CA",earthquake,0.31,0.89,0.21,26,reviewed,ci,ci
2020-01-06T02:56:57.940Z,38.8303337,-122.8143311,9.31,0.56,md,6,169,0.007685,0.07,nc,nc73324211,2020-01-06T03:11:03.668Z,"8km NW of The Geysers, CA",earthquake,2.09,3.17,,1,automatic,nc,nc
2020-01-06T02:51:20.940Z,34.0451667,-116.9956667,13.57,1.05,ml,33,62,0.04612,0.19,ci,ci39024895,2020-01-06T02:55:03.677Z,"5km ENE of Yucaipa, CA",earthquake,0.28,0.59,0.199,28,automatic,ci,ci
2020-01-06T02:51:08.090Z,34.0426667,-116.8666667,13.83,0.61,ml,7,168,0.07666,0.17,ci,ci39024887,2020-01-06T02:54:48.759Z,"13km N of Banning, CA",earthquake,0.86,1.16,0.304,3,automatic,ci,ci
2020-01-06T02:43:15.490Z,35.7903333,-117.7673333,7.04,0.72,ml,13,89,0.0183,0.18,ci,ci39024879,2020-01-06T14:27:05.831Z,"16km NNE of Inyokern, CA",earthquake,0.36,0.61,0.156,11,reviewed,ci,ci
2020-01-06T02:35:31.126Z,59.7855,-150.6304,35.9,2.4,ml,,,,0.85,ak,ak0209ymilh,2020-01-06T03:06:09.335Z,"37km E of Fritz Creek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-06T02:21:37.020Z,52.0451667,-176.0645,7.71,-0.66,ml,5,123,0.004909,0.17,av,av70863194,2020-01-07T18:07:08.520Z,"44km ENE of Adak, Alaska",earthquake,0.65,1.17,0.247,5,reviewed,av,av
2020-01-06T02:18:46.290Z,35.774,-117.6171667,9.77,1.58,ml,30,52,0.04461,0.16,ci,ci39024871,2020-01-06T14:27:29.120Z,"18km NNE of Ridgecrest, CA",earthquake,0.22,0.55,0.205,26,reviewed,ci,ci
2020-01-06T02:14:03.470Z,33.999,-117.1625,14.03,1.2,ml,35,64,0.05219,0.23,ci,ci39024863,2020-01-06T14:29:33.270Z,"7km SSE of Redlands, CA",earthquake,0.3,0.73,0.153,28,reviewed,ci,ci
2020-01-06T02:13:33.830Z,36.246,-120.8236667,6.81,2.6,md,78,126,0.03507,0.13,nc,nc73324201,2020-01-07T03:48:02.875Z,"22km NE of San Lucas, CA",earthquake,0.26,0.38,0.237,79,reviewed,nc,nc
2020-01-06T02:12:35.801Z,12.6687,-88.461,35,4.1,mb,,170,1.405,1.09,us,us70006v4m,2020-01-06T04:12:06.040Z,"68km S of Puerto El Triunfo, El Salvador",earthquake,8,2,0.075,49,reviewed,us,us
2020-01-06T02:04:02.190Z,35.5661667,-117.4061667,7.71,2,ml,46,48,0.04998,0.15,ci,ci39024855,2020-01-07T16:07:41.910Z,"22km S of Trona, CA",earthquake,0.14,0.35,0.194,25,reviewed,ci,ci
2020-01-06T01:51:00.250Z,37.433,-115.5155,2.4,0.9,ml,11,119.38,0.28,0.1298,nn,nn00714724,2020-01-07T02:09:17.837Z,"31km WNW of Alamo, Nevada",earthquake,,3.5,0.17,5,reviewed,nn,nn
2020-01-06T01:49:40.986Z,63.4192,-145.0073,7.4,1.2,ml,,,,0.52,ak,ak0209y43rx,2020-01-06T02:06:11.927Z,"51km SSE of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-06T01:47:48.580Z,35.9071667,-117.6918333,5.82,0.46,ml,13,81,0.05277,0.11,ci,ci39024823,2020-01-06T01:51:23.948Z,"20km E of Little Lake, CA",earthquake,0.26,0.83,0.115,5,automatic,ci,ci
2020-01-06T01:46:22.799Z,62.1088,-148.9379,35.7,1.8,ml,,,,0.7,ak,ak0209y3f93,2020-01-06T02:06:11.346Z,"35km N of Sutton-Alpine, Alaska",earthquake,,2,,,automatic,ak,ak
2020-01-06T01:46:17.558Z,43.4506,-71.5862,5,2.1,ml,,114,0.46,0.48,us,us70006v4v,2020-01-08T03:26:18.449Z,"0km NNE of Tilton, New Hampshire",earthquake,1.4,1.7,0.077,22,reviewed,us,us
2020-01-06T01:43:59.580Z,37.64,-118.9695,3.76,-0.01,md,8,143,0.02412,0.03,nc,nc73324186,2020-01-07T00:37:00.470Z,"1km ENE of Mammoth Lakes, CA",earthquake,0.51,1.73,0.151,7,reviewed,nc,nc
2020-01-06T01:40:00.755Z,61.4678,-150.0637,13.4,2.5,ml,,,,0.91,ak,ak0209y23b4,2020-01-06T02:35:03.040Z,"6km ESE of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-06T01:36:12.976Z,61.335,-150.0411,35.4,1.7,ml,,,,0.49,ak,ak0209y19c6,2020-01-06T02:06:10.168Z,"15km NNW of Anchorage, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-01-06T01:29:20.894Z,0.24,-16.9938,10,5.6,mww,,38,19.556,1.09,us,us70006v42,2020-01-08T23:08:00.040Z,"North of Ascension Island",earthquake,10.6,1.9,0.071,19,reviewed,us,us
2020-01-06T01:22:34.120Z,38.8354988,-122.8280029,1.76,0.57,md,16,68,0.006609,0.03,nc,nc73324176,2020-01-06T01:50:03.163Z,"9km NW of The Geysers, CA",earthquake,0.26,0.46,0.15,3,automatic,nc,nc
2020-01-06T01:20:22.094Z,65.837,-150.7924,16.2,3.2,ml,,,,0.88,ak,ak0209xxubd,2020-01-06T07:06:11.064Z,"93km N of Manley Hot Springs, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-06T01:20:21.526Z,65.8146,-150.801,10,3.3,ml,,45,0.25,0.33,us,us70006v3w,2020-01-06T07:06:12.700Z,"91km N of Manley Hot Springs, Alaska",earthquake,2.3,2,0.031,135,reviewed,us,us
2020-01-06T01:19:35.980Z,38.8045006,-122.7781677,1.89,0.78,md,12,81,0.01363,0.03,nc,nc73324171,2020-01-06T03:25:02.816Z,"4km NNW of The Geysers, CA",earthquake,0.29,0.68,0.1,3,automatic,nc,nc
2020-01-06T01:17:30.830Z,51.8555,-177.9311667,6.48,-0.65,ml,4,156,0.05499,0.06,av,av70863184,2020-01-07T17:58:33.990Z,"14km ESE of Tanaga Volcano, Alaska",earthquake,0.46,1,0.262,4,reviewed,av,av
2020-01-06T01:14:01.150Z,38.7811661,-122.7183304,1.88,0.65,md,9,85,0.01112,0.02,nc,nc73324166,2020-01-06T01:29:03.043Z,"2km WNW of Anderson Springs, CA",earthquake,0.35,0.55,0.06,2,automatic,nc,nc
2020-01-06T01:08:33.990Z,35.8635,-117.6903333,2.29,1.15,ml,22,78,0.0817,0.2,ci,ci39024791,2020-01-06T01:12:14.754Z,"21km ESE of Little Lake, CA",earthquake,0.24,0.44,0.109,18,automatic,ci,ci
2020-01-06T01:07:17.843Z,60.2186,-152.597,13,1.2,ml,,,,1.06,ak,ak0209xv1yf,2020-01-06T02:06:08.995Z,"30km SSE of Redoubt Volcano, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-06T01:06:57.370Z,33.6338333,-116.6821667,14.52,0.5,ml,18,70,0.03566,0.1,ci,ci39024783,2020-01-06T20:02:23.356Z,"9km N of Anza, CA",earthquake,0.24,0.41,0.172,4,reviewed,ci,ci
2020-01-06T01:01:46.900Z,38.822834,-122.8131638,3,0.56,md,6,156,0.002478,0,nc,nc73324161,2020-01-06T02:58:04.592Z,"7km NW of The Geysers, CA",earthquake,0.68,1.52,,1,automatic,nc,nc
2020-01-06T01:01:14.400Z,35.8741667,-117.7143333,2.05,1.21,ml,23,55,0.07728,0.22,ci,ci39024775,2020-01-06T01:04:52.709Z,"19km ESE of Little Lake, CA",earthquake,0.26,0.41,0.12,19,automatic,ci,ci
2020-01-06T00:56:55.740Z,33.3445,-116.2946667,10.66,0.84,ml,24,73,0.02177,0.27,ci,ci39024767,2020-01-06T01:00:32.329Z,"12km NE of Borrego Springs, CA",earthquake,0.48,0.74,0.17,25,automatic,ci,ci
2020-01-06T00:53:32.181Z,29.1327,130.5849,10,5.2,mb,,61,2.371,0.57,us,us70006v3s,2020-01-06T06:11:59.040Z,"137km NE of Naze, Japan",earthquake,6.2,1.8,0.028,411,reviewed,us,us
2020-01-06T00:52:29.373Z,62.2182,-150.0924,12.2,2.1,ml,,,,0.77,ak,ak0209xjah1,2020-01-06T01:06:11.624Z,"11km S of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-06T00:50:08.040Z,35.8831667,-117.7061667,4.92,0.79,ml,16,69,0.07889,0.13,ci,ci39024759,2020-01-06T00:53:44.290Z,"19km ESE of Little Lake, CA",earthquake,0.26,0.62,0.114,10,automatic,ci,ci
2020-01-06T00:49:58.500Z,47.7431667,-113.7651667,8.83,0.78,md,7,196,0.205,0.03,mb,mb80377604,2020-01-06T16:43:52.000Z,"30km E of Polson, Montana",earthquake,0.78,2.45,0.298,3,reviewed,mb,mb
2020-01-06T00:35:49.110Z,33.5978333,-116.8021667,6.18,0.52,ml,20,67,0.03204,0.19,ci,ci39024751,2020-01-06T14:30:13.335Z,"13km WNW of Anza, CA",earthquake,0.43,0.82,0.262,15,reviewed,ci,ci
2020-01-06T00:29:06.259Z,60.3088,-152.8386,106,1.8,ml,,,,0.49,ak,ak0209xeb81,2020-01-06T01:06:10.834Z,"20km SSW of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-01-06T00:27:15.755Z,61.4336,-149.8805,31.6,1.4,ml,,,,0.66,ak,ak0209xdwi7,2020-01-06T01:06:10.229Z,"10km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-01-06T00:23:16.850Z,33.2233333,-116.7388333,10.92,0.73,ml,32,33,0.02093,0.21,ci,ci39024727,2020-01-06T00:27:03.624Z,"3km SE of Lake Henshaw, CA",earthquake,0.31,0.7,0.125,19,automatic,ci,ci
2020-01-06T00:20:48.549Z,29.1576,130.5058,10,5.1,mww,,36,2.344,0.63,us,us70006v3k,2020-01-06T00:48:57.040Z,"132km NE of Naze, Japan",earthquake,3.4,1.8,0.08,15,reviewed,us,us
2020-01-06T00:11:16.430Z,35.9193333,-117.7118333,3.89,0.33,ml,8,88,0.05745,0.04,ci,ci37432389,2020-01-08T18:37:10.326Z,"18km E of Little Lake, CA",earthquake,0.18,0.54,0.157,2,reviewed,ci,ci
2020-01-06T00:10:53.700Z,43.8986667,-111.0863333,13.53,0.93,ml,8,178,0.289,0.1,mb,mb80377624,2020-01-06T20:47:18.580Z,"19km N of Driggs, Idaho",earthquake,0.67,1.87,0.155,4,reviewed,mb,mb
2020-01-06T00:10:39.330Z,35.9563333,-117.3681667,1.84,0.93,ml,26,51,0.09487,0.16,ci,ci39024719,2020-01-08T18:24:14.793Z,"21km N of Searles Valley, CA",earthquake,0.24,0.44,0.101,12,reviewed,ci,ci
2020-01-06T00:05:58.204Z,60.2673,-152.2681,75.8,1.7,ml,,,,0.51,ak,ak0209x9a0f,2020-01-06T01:06:09.652Z,"35km SE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-06T00:05:00.900Z,38.8148346,-122.8198318,2.61,0.32,md,11,58,0.01145,0.01,nc,nc73324146,2020-01-06T00:19:03.600Z,"7km NW of The Geysers, CA",earthquake,0.41,0.81,0.24,2,automatic,nc,nc
2020-01-06T00:00:38.398Z,39.6014,-119.807,13.1,0.7,ml,5,138.68,0.032,0.1073,nn,nn00714734,2020-01-07T02:09:28.807Z,"2km WNW of Sun Valley, Nevada",earthquake,,3.7,0.74,3,reviewed,nn,nn
2020-01-05T23:59:06.075Z,61.4263,-149.7634,51.5,1.2,ml,,,,0.37,ak,ak0208nqd3k,2020-01-06T00:06:09.652Z,"12km SW of Knik-Fairview, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-01-05T23:48:49.883Z,44.0271,-113.9555,5,2.9,ml,,57,0.489,1.23,us,us70006v3b,2020-01-06T00:07:00.290Z,"48km NE of Sun Valley, Idaho",earthquake,2.7,1.9,0.043,70,reviewed,us,us
2020-01-05T23:48:03.990Z,37.6753333,-118.8753333,2.03,0.22,md,9,186,0.02693,0.01,nc,nc73324141,2020-01-07T19:24:03.893Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.85,1.45,0.24,9,reviewed,nc,nc
2020-01-05T23:42:44.630Z,19.2091675,-155.4241638,31.04,2.03,md,34,145,0.03781,0.15,hv,hv71319777,2020-01-05T23:46:01.460Z,"5km E of Pahala, Hawaii",earthquake,0.64,0.8,0.09,9,automatic,hv,hv
2020-01-05T23:38:25.290Z,37.6178322,-118.8460007,2.17,2.04,md,21,110,0.01351,0.04,nc,nc73324136,2020-01-06T02:31:02.451Z,"12km E of Mammoth Lakes, CA",earthquake,0.39,0.47,0.16,20,automatic,nc,nc
2020-01-05T23:35:40.330Z,35.8205,-117.6588333,5.39,0.76,ml,12,73,0.05007,0.14,ci,ci39024695,2020-01-05T23:39:22.211Z,"22km N of Ridgecrest, CA",earthquake,0.33,0.92,0.138,10,automatic,ci,ci
2020-01-05T23:29:13.090Z,35.7828333,-117.5978333,7.72,0.67,ml,13,110,0.03284,0.18,ci,ci39024679,2020-01-05T23:32:45.166Z,"18km W of Searles Valley, CA",earthquake,0.43,0.76,0.094,9,automatic,ci,ci
2020-01-05T23:25:51.710Z,35.9096667,-117.7303333,6.66,0.65,ml,13,104,0.07528,0.11,ci,ci39024671,2020-01-05T23:29:27.824Z,"16km E of Little Lake, CA",earthquake,0.27,0.74,0.244,8,automatic,ci,ci
2020-01-05T23:25:45.830Z,37.6189995,-118.8466644,1.11,0.81,md,8,117,0.01293,0.01,nc,nc73324131,2020-01-05T23:59:03.493Z,"12km E of Mammoth Lakes, CA",earthquake,0.87,1.8,0.33,8,automatic,nc,nc
2020-01-05T23:24:29.720Z,55.474,-161.7668333,12.17,0.15,ml,5,240,0.05561,0.16,av,av70863169,2020-01-07T01:06:43.250Z,"68km ENE of Cold Bay, Alaska",earthquake,1.1,1.47,0.129,5,reviewed,av,av
2020-01-05T23:21:06.740Z,37.6186676,-118.8453369,2.19,1.7,md,19,109,0.01366,0.03,nc,nc73324121,2020-01-06T02:16:03.368Z,"12km E of Mammoth Lakes, CA",earthquake,0.35,0.5,0.17,18,automatic,nc,nc
2020-01-05T23:19:48.020Z,37.6188333,-118.849,0.67,0.14,md,8,112,0.01108,0.01,nc,nc73324126,2020-01-06T22:13:02.989Z,"12km E of Mammoth Lakes, CA",earthquake,0.74,1.51,0.251,8,reviewed,nc,nc
2020-01-05T23:17:29.310Z,37.5781667,-118.7345,8.41,1.36,md,23,129,0.07609,0.1,nc,nc73324116,2020-01-07T00:03:03.842Z,"5km WNW of Toms Place, CA",earthquake,0.35,1.17,0.193,21,reviewed,nc,nc
2020-01-05T23:17:23.580Z,55.4801667,-161.7756667,13.2,0.57,ml,7,198,0.0629,0.05,av,av70863164,2020-01-07T01:03:10.910Z,"68km ENE of Cold Bay, Alaska",earthquake,0.49,0.67,0.09,7,reviewed,av,av
2020-01-05T23:14:57.490Z,35.6806667,-117.5311667,9.02,0.76,ml,15,118,0.06616,0.18,ci,ci39024663,2020-01-06T14:31:48.367Z,"15km ENE of Ridgecrest, CA",earthquake,0.45,0.93,0.157,8,reviewed,ci,ci
2020-01-05T23:13:41.220Z,38.7574997,-122.7193298,1.26,0.83,md,8,117,0.01896,0.02,nc,nc73324111,2020-01-05T23:28:04.274Z,"3km SW of Anderson Springs, CA",earthquake,0.4,0.63,0.11,4,automatic,nc,nc
2020-01-05T23:12:24.603Z,-7.9757,107.4614,40.36,4.9,mww,,41,3.033,0.99,us,us70006v30,2020-01-05T23:51:29.040Z,"45km SW of Bunisari, Indonesia",earthquake,7.5,5.7,0.08,15,reviewed,us,us
